,PMCID,Abstract
149,5122238,"TITLE.
The evaluation of effects two different doses of hydrocortisone on the intensity of perioperative shivering in elective surgery under spinal anesthesia: A double-blind randomized controlled trial study

ABSTRACT.BACKGROUND:.
Post- and intra-operative shivering is one of the most complications of spinal anesthesia so recommend a suitable drug with at least complications for prevention and control of postoperative shivering. This current study aimed to compare the preventive effect of hydrocortisone on intra- and post-operative shivering in patients undergoing surgery with spinal anesthesia.

ABSTRACT.MATERIALS AND METHODS:.
In a clinical trial study, ninety patients who candidate for surgery with spinal anesthesia were selected and randomly divided into three groups. The first and second groups were received 1 mg/kg and 2 mg/kg hydrocortisone, respectively, and the third group was received normal saline, and postoperative shivering was compared between the three groups.

ABSTRACT.RESULTS:.
The investigation of the incidence of inter- and post-operative shivering in patients in the three groups revealed that within the study period, 31 patients suffered from shivering among which 9, 5, and 17 cases were in 1 mg/kg hydrocortisone group, 2 mg/kg hydrocortisone group, and placebo group, respectively, and according to the Chi-square test, the difference among the three groups was significant (P = 0.004).

ABSTRACT.CONCLUSION:.
According to the obtained results, the overall conclusion of the study is that using hydrocortisone at least with the dose of 1 mg/kg as a preventive drug reduced the incidence of intra- and post-operative shivering with spinal anesthesia."
150,5125190,"TITLE.
Efficacy of methylprednisolone and lignocaine on propofol injection pain: A randomised, double-blind, prospective study in adult cardiac surgical patients

ABSTRACT.BACKGROUND AND AIMS:.
Propofol (2, 6-di-isopropylphenol) used for the induction of anaesthesia often causes mild to severe pain or discomfort on injection. We designed this double-blind study to compare the efficacy of methylprednisolone and lignocaine in reducing the pain of propofol injection in patients scheduled for cardiac surgery.

ABSTRACT.METHODS:.
A total of 165 adult patients, scheduled for elective cardiac surgery, were divided into three groups: saline (group S, n = 55), lignocaine 20 mg (Group L, n = 55) and methylprednisolone 125 mg diluted into 2 ml of distilled water (Group MP, n = 55). Drugs were administered after tourniquet application and occlusion was released after 1 min and 1/4th of the total dose of propofol (2 mg/kg) was administered at the rate of 0.5 ml/s. Pain on propofol injection was evaluated by four-point verbal rating scale. Statistical methods used included Student's t-test and Chi-square test/Fisher's exact test.

ABSTRACT.RESULTS:.
The overall incidence of pain was 70.9% in the saline group, 30.9% in the lignocaine group and 36.4% in the methylprednisolone group. The intensity of pain was significantly less in patients receiving methylprednisolone and lignocaine than those receiving saline (P < 0.012).

ABSTRACT.CONCLUSION:.
Pre-treatment with intravenous methylprednisolone was found to be as effective as lignocaine in reducing propofol injection-induced pain."
151,5125721,"TITLE.
Protective effect of tartary buckwheat on renal function in type 2 diabetics: a randomized controlled trial

ABSTRACT.
Tartary buckwheat (TB) has been reported to be associated with a decreased risk of type 2 diabetes mellitus (T2DM), and T2DM has had a major impact on the development of diabetic kidney disease (DKD). Thus, the hypothesis that a daily intake of TB will improve DKD risk factors, including urinary albumin to creatinine ratio (UACR), urea nitrogen (UN), serum creatinine, and uric acid was tested. In a parallel, randomized, open-label controlled trial, 104 T2DM patients were randomly assigned to a diet control group (systematic diet plans and intensive nutritional education) or a TB intervention group (daily replacement of a portion of staple foods with TB foods). Blood samples and dietary information were collected at baseline and the end of the 4-week study. The primary outcomes were that TB significantly decreased the rela tive changes in UACR (2.43–2.35, logarithmic transformed mg/g creatinine) and UN (5.12–4.91 mmol/L) in the TB intervention group vs the diet control group at 4 weeks (P<0.05), without obvious effect on blood glucose during the 4-week study. In addition, subgroup analyses based on different DKD stages also showed a significant reduction in UACR and UN for the T2DM patients with normoalbuminuria and microalbuminuria (P<0.05). These results support the hypothesis that TB as a replacement of staple food probably alleviates renal dysfunction in T2DM patients."
152,5125808,"TITLE.
Efficacy and safety of two fixed-dose combinations of S-amlodipine and telmisartan (CKD-828) versus S-amlodipine monotherapy in patients with hypertension inadequately controlled using S-amlodipine monotherapy: an 8-week, multicenter, randomized, double-blind, Phase III clinical study

ABSTRACT.PURPOSE.
To evaluate the blood pressure (BP) lowering efficacy and safety of CKD-828, a fixed-dose combination of S-amlodipine (the more active isomer of amlodipine besylate, which is calcium channel blocker) and telmisartan (long acting angiotensin receptor blocker), in patients with hypertension inadequately controlled with S-amlodipine monotherapy.

ABSTRACT.PATIENTS AND METHODS.
Eligible patients (N=187) who failed to respond after 4-week S-amlodipine 2.5 mg monotherapy (sitting diastolic blood pressure [sitDBP] ≥90 mmHg) to receive CKD-828 2.5/40 mg (n=63), CKD-828 2.5/80 mg (n=63), or S-amlodipine 2.5 mg (n=61) for 8 weeks. The primary efficacy endpoint, mean sitDBP change from baseline to Week 8, was compared between the combination (CKD-828 2.5/40 mg and CKD-828 2.5/80 mg) and S-amlodipine monotherapy groups. The safety was assessed based on adverse events, vital signs, and physical examination findings.

ABSTRACT.RESULTS.
After the 8-week treatment, changes in sitDBP/systolic BP (SBP) were −9.67±6.50/−12.89±11.78, −10.72±6.19/−13.79±9.41, and −4.93±7.26/−4.55±11.27 mmHg in the CKD-828 2.5/40 mg (P<0.0001/P<0.0001), CKD-828 2.5/80 mg (P<0.0001/P<0.0001), and S-amlodipine 2.5 mg (P<0.0001/P=0.0027) groups, respectively, which were all significant BP reductions. At Week 8, the CKD-828 2.5/40 mg (sitDBP/SBP: P=0.0002/P<0.0001) and CKD-828 2.5/80 mg (sitDBP/SBP: P=0.0001/P<0.0001) showed superior BP-lowering effects to S-amlodipine 2.5 mg (P<0.001). At Week 4, all groups showed significant antihypertensive effects but both CKD-828 combinations (CKD-828 2.5/40 mg and CKD-828 2.5/80 mg) exhibited superior BP-lowering effects to that of S-amlodipine 2.5 mg (sitDBP/SBP: P=0.0028/P=0.0001 and P<0.0001/P=0.0012, respectively). The adverse event incidence was significantly lower in the CKD-828 2.5/40 mg (9.52%, P=0.0086) than in the S-amlodipine 2.5 mg group (27.87%) and increasing the telmisartan dose induced no unexpected adverse events, suggesting the safety of CKD-828.

ABSTRACT.CONCLUSION.
CKD-828 is an effective and safe option for patients with inadequate responses to S-amlodipine monotherapy."
153,5129820,"TITLE.
Quality of life during olaparib maintenance therapy in platinum-sensitive relapsed serous ovarian cancer

ABSTRACT.BACKGROUND:.
Maintenance monotherapy with the poly(ADP-ribose) polymerase inhibitor olaparib significantly prolongs progression-free survival over placebo in patients with platinum-sensitive relapsed serous ovarian cancer, with greatest benefit seen in patients with a BRCA1/2 mutation (BRCAm). Preservation of health-related quality of life (HRQoL) is important during maintenance therapy; we evaluated the effect of olaparib on HRQoL in this Phase II trial (NCT00753545, Study 19).

ABSTRACT.METHODS:.
Patients received olaparib 400 mg b.i.d. (capsules) or placebo until progression. Patient-reported HRQoL and disease-related symptoms were evaluated using the FACT-Ovarian (FACT-O) questionnaire (completed at baseline and every 28 days until progression), the FACT/NCCN Ovarian Symptom Index (FOSI) and the Trial Outcome Index (TOI). TOI of the FACT-O was the primary measure.

ABSTRACT.RESULTS:.
Overall, 265 women were randomised to maintenance olaparib (n=136) or placebo (n=129). Compliance for HRQoL assessment was high (∼80% over time). Most patients in both arms reported a best response of 'no change' on TOI (81%) and other HRQoL measures. There were no statistically significant differences in time to worsening or improvement rates of TOI, FOSI and FACT-O scores in the overall, BRCAm and germline BRCAm populations.

ABSTRACT.CONCLUSIONS:.
Maintenance treatment with olaparib was well tolerated and had no adverse impact on HRQoL in this study of patients with platinum-sensitive relapsed serous ovarian cancer who had responded to their most recent platinum-based therapy (partial or complete response). Interpretation of the HRQoL results in this population may differ from patients who have not responded to their most recent platinum-based therapy."
154,5223669,"TITLE.
To condition or not condition? Analysing ‘change’ in longitudinal randomised controlled trials

ABSTRACT.OBJECTIVE.
The statistical analysis for a 2-arm randomised controlled trial (RCT) with a baseline outcome followed by a few assessments at fixed follow-up times typically invokes traditional analytic methods (eg, analysis of covariance (ANCOVA), longitudinal data analysis (LDA)). 'Constrained' longitudinal data analysis (cLDA) is a well-established unconditional technique that constrains means of baseline to be equal between arms. We use an analysis of fasting lipid profiles from the Group Medical Clinics (GMC) longitudinal RCT on patients with diabetes to illustrate applications of ANCOVA, LDA and cLDA to demonstrate theoretical concepts of these methods including the impact of missing data.

ABSTRACT.METHODS.
For the analysis of the illustrated example, all models were fit using linear mixed models to participants with only complete data and to participants using all available data.

ABSTRACT.RESULTS.
With complete data (n=195), 95% CI coverage are equivalent for ANCOVA and cLDA with an estimated 11.2 mg/dL (95% CI −19.2 to −3.3; p=0.006) lower mean low-density lipoprotein (LDL) cholesterol in GMC compared with usual care. With all available data (n=233), applying the cLDA model yielded an LDL improvement of 8.9 mg/dL (95% CI −16.7 to −1.0; p=0.03) for GMC compared with usual care. The less efficient, LDA analysis yielded an LDL improvement of 7.2 mg/dL (95% CI −17.2 to 2.8; p=0.15) for GMC compared with usual care.

ABSTRACT.CONCLUSIONS.
Under reasonable missing data assumptions, cLDA will yield efficient treatment effect estimates and robust inferential statistics. It may be regarded as the method of choice over ANCOVA and LDA."
155,5244020,"TITLE.

ABSTRACT.
Pain and urinary symptoms following colorectal cancer (CRC) surgery are frequent and carry a poor recovery. This study tested the effects of inhalation of Lavandula angustifolia Mill. (lavender) oil or linalyl acetate on pain relief and lower urinary tract symptoms (LUTS) following the removal of indwelling urinary catheters from patients after CRC surgery. This randomised control study recruited 66 subjects with indwelling urinary catheters after undergoing CRC surgery who later underwent catheter removal. Patients inhaled 1% lavender, 1% linalyl acetate, or vehicle (control group) for 20 minutes. Systolic and diastolic blood pressure (BP), heart rate, LUTS, and visual analog scales of pain magnitude and quality of life (QoL) regarding urinary symptoms were measured before and after inhalation. Systolic BP, diastolic BP, heart rate, LUTS, and QoL satisfaction with urinary symptoms were similar in the three groups. Significant differences in pain magnitude and urinary residual sense of indwelling catheters were observed among the three groups, with inhalation of linalyl acetate being significantly more effective than inhalation of lavender or vehicle. Inhalation of linalyl acetate is an effective nursing intervention to relieve pain and urinary residual sense of indwelling urinary catheters following their removal from patients who underwent CRC surgery."
156,5301061,"TITLE.
Effect of Islam-based religious program on spiritual wellbeing in elderly with hypertension

ABSTRACT.BACKGROUND:.
Lack of spiritual health in patients with hypertension leads to many mental, social, and physical effects, On the other hand, considering the prevalence of hypertension among the elderly, interventions to enhance their spiritual wellbeing is essential. Therefore, the aim of this study was to examine the effect of religious programs based on Islam on spiritual wellbeing in elderly patients with hypertension who referred to the health centers of Isfahan in 2014.

ABSTRACT.MATERIALS AND METHODS:.
This study was a randomized clinical trial. The participants (52 elderly patients with hypertension) were randomly divided in to experimental and control groups. Religious program was implemented for the experimental group in eight sessions in two Isfahan health centers. Spirituality wellbeing survey (SWB) questionnaire was completed in three steps, namely, pretest, posttest and follow-up (1 month) in two groups. In the study, Chi-square test, independent t-test, and repeated-measures analysis of variance were performed for analyzing the data.

ABSTRACT.RESULTS:.
Before the intervention, there was no significant difference between the mean scores of spiritual wellbeing, the religious dimension, and the existential aspect of spiritual wellbeing of the two groups. However in the posttest step and follow-up stage, the mean scores of spiritual wellbeing, the religious dimension, and the existential aspect of spiritual wellbeing in the experimental group was significantly higher than in the control group (P < 0.001).

ABSTRACT.CONCLUSIONS:.
The religious program based on Islam promoted the SWB of elderly patients with hypertension; further, nurses can use these programs to promote the SWB of elderly patients with hypertension."
157,5313491,"TITLE: 
Goal-directed fluid restriction during brain surgery: a prospective randomized controlled trial

ABSTRACT.BACKGROUND:
The value of goal-directed fluid therapy in neurosurgical patients, where brain swelling is a major concern, is unknown. The aim of our study was to evaluate the effect of an intraoperative goal-directed fluid restriction (GDFR) strategy on the postoperative outcome of high-risk patients undergoing brain surgery.


ABSTRACT.METHODS:
High-risk patients undergoing brain surgery were randomly assigned to a usual care group (control group) or a GDFR group. In the GDFR group, (1) fluid maintenance was restricted to 3 ml/kg/h of a crystalloid solution and (2) colloid boluses were allowed only in case of hypotension associated with a low cardiac index and a high stroke volume variation. The primary outcome variable was ICU length of stay, and secondary outcomes were lactates at the end of surgery, postoperative complications, hospital length of stay, mortality at day 30, and costs.

ABSTRACT.RESULTS:
A total of 73 patients from the GDFR group were compared with 72 patients from the control group. Before surgery, the two groups were comparable. During surgery, the GDFR group received less colloid (1.9 ± 1.1 vs. 3.9 ± 1.6 ml/kg/h, p = 0.021) and less crystalloid (3 ± 0 vs. 5.0 ± 2.8 ml/kg/h, p < 0.001) than the control group. ICU length of stay was shorter (3 days [1–5] vs. 6 days [3–11], p = 0.001) and ICU costs were lower in the GDFR group. The total number of complications (46 vs. 99, p = 0.043) and the proportion of patients who developed one or more complications (19.2 vs. 34.7%, p = 0.034) were smaller in the GDFR group. Hospital length of stay and costs, as well as mortality at 30 day, were not significantly reduced.

ABSTRACT.CONCLUSION:
In high-risk patients undergoing brain surgery, intraoperative GDFR was associated with a reduction in ICU length of stay and costs, and a decrease in postoperative morbidity."
158,5350209,"TITLE.
Alcohol health warnings can influence the speed of consumption

ABSTRACT.AIM.
Recent research has shown that adopting strong (i.e. high fear) visual health-warning messages can increase the perceived health risks and intentions to reduce alcohol consumption. Separately, it is known that the speed at which alcohol is consumed has dramatic effects on the level of intoxication. In the present study we aimed to combine these two separate areas to understand whether the speed of alcohol consumption is influenced by the type of alcohol health warning contained on the beverage.

ABSTRACT.SUBJECT AND METHODS.
In the present study, female participants (N = 45) consumed an alcoholic beverage in a relaxed environment in one of three conditions: no health-warning label, a text-only health-warning label or a pictorial health-warning label with text.

ABSTRACT.RESULTS.
We found that compared with the control condition, the beverage was consumed at a slower rate in the two health-warning conditions, which surprisingly did not differ from each other. Despite these effects, product acceptability did not differ between the text-only and control conditions.

ABSTRACT.CONCLUSION.
These are the first set of results to demonstrate how the use of strong health warnings on alcoholic beverages can influence actual drinking rate and further suggest that the beneficial effects of slowed consumption are possible in the absence of any reduction in consumer acceptability."
159,5379203,"TITLE.
A randomized controlled trial of an ambulatory approach versus the hospital-based approach in managing suspected obstructive sleep apnea syndrome

ABSTRACT.
Comparisons of home-based versus hospital-based approach in managing patients with suspected obstructive sleep apnoea syndrome(OSAS). A prospective, controlled CPAP parallel study of new referrals with suspected OSAS randomized into group A) home-based or B) hospital-based approach. Following detection of AHI ≥ 15/hr by Embletta sleep study (group A) or polysomnography (group B), patients received CPAP for 3 months after an overnight autoCPAP titration at home or in hospital respectively. Modified intention-to-treat analysis of those with AHI ≥ 15/hr on CPAP (n = 86 vs 86) showed no difference in Epworth sleepiness score, the primary endpoint, but greater improvement in Sleep-Apnoea-Quality-of-Life-Index[difference 0.3,(95%CI 0.02, 0.6), p = 0.033] at 3 months in group A. The mean costs for the patients in group A and group B were HK$8479(989) and HK$22,248(2407) respectively. The mean difference between groups was HK$-13,769(USD 1770 equivalent) per patient with 95% CI. (−14324, −13213), p < 0.001. The waiting time of patients with AHI ≥ 15/hr who were started on CPAP treatment from the first clinic consultation to the diagnostic sleep test, autoCPAP titration, and CPAP treatment was 189.6, 148.8 and 145.0 days shorter in group A than group B respectively. Home-based approach is non-inferior to hospital-based approach in managing patients with suspected OSAS, with shorter waiting time, and substantial cost savings."
160,5416724,"TITLE.
Comparison of Airtraq™, McCoy™ and Macintosh laryngoscopes for endotracheal intubation in patients with cervical spine immobilisation: A randomised clinical trial

ABSTRACT.BACKGROUND AND AIMS:.
The study aimed at comparing the performance of the novel optical AirtraqTM laryngoscope with the McCoyTM and conventional Macintosh laryngoscopes for ease of endotracheal intubation in patients with neck immobilisation using manual inline axial cervical spine stabilisation (MIAS) technique.

ABSTRACT.METHODS:.
Ninety consenting American Society of Anaesthesiologist's physical status I–II patients, aged 18–60 years, scheduled for various surgeries requiring tracheal intubation were randomly assigned into three groups of thirty each to undergo intubation with Macintosh, AirtraqTM, or McCoyTM laryngoscope with neck immobilisation by MIAS technique. The ease of intubation based on Intubation difficulty scale (IDS) score, Cormack-Lehane grade of glottic view, optimisation manoeuvres and impact on haemodynamic parameters were recorded. Statistical analysis was performed with ANOVA and Bonferroni correction for post hoc tests.

ABSTRACT.RESULTS:.
All patients in three groups had a comparable demographic profile and were successfully intubated. The AirtraqTM laryngoscope significantly reduced the IDS (mean − 0.43 ± 0.81) as compared with both McCoyTM (mean − 1.63 ± 1.49, P = 0.001) and Macintosh laryngoscope (mean −2.23 ± 1.92, P < 0.001) and improved the Cormack-Lehane glottic view (77% grade 1 view and no patients with grade 3 or 4 view). There were less haemodynamic variations during laryngoscopy with the AirtraqTM compared to the Macintosh laryngoscope, but there was not between the AirtraqTM and McCoyTM laryngoscope groups.

ABSTRACT.CONCLUSION:.
In patients undergoing endotracheal intubation with cervical immobilisation, AirtraqTM laryngoscope was superior to the McCoyTM and Macintosh laryngoscopes, with greater ease of intubation and lower impact on haemodynamic variables."
161,5433398,"TITLE.
Evaluation of an integrated multidisciplinary approach in multiple sclerosis care: A prospective, randomized, controlled study

ABSTRACT.BACKGROUND.
Disabled multiple sclerosis (MS) patients often need intervention of multiple specialists, resulting in a complex organization of care. How this multidisciplinary care should be organized and structured has not been studied.

ABSTRACT.OBJECTIVE.
The objective of this article is to address the effectiveness of an integrated multidisciplinary approach versus usual care in MS patients.

ABSTRACT.METHODS.
This is a prospective, randomized, controlled, monocentric clinical trial in MS patients. Two treatment strategies were compared: (i) an integrated multidisciplinary (IMD) approach, consisting of a half-day individually tailored comprehensive assessment in the MS clinic; and (ii) a standard care. The primary outcome was the impact of the strategy on quality of life (QoL) measured using the MSIS-29 scale at inclusion and after six months.

ABSTRACT.RESULTS.
Fifty MS patients were included. Median MSIS 29 score decreased over six months in the control group (−4.89) and increased in the IMD group (+2.00), with a significant difference between the two groups (p = 0.03). However, in the multivariate analysis, after adjustment of HAD-D and INTERMED score, this difference was no longer significant.

ABSTRACT.CONCLUSIONS.
This prospective, randomized study is the first attempt to evaluate the multidisciplinary approach in MS patients. The results show that, contrary to our expectations, an integrated multidisciplinary approach is not superior to usual care on QoL."
162,5440036,"TITLE: 
Higher dose of palonosetron versus lower dose of palonosetron plus droperidol to prevent postoperative nausea and vomiting after eye enucleation and orbital hydroxyapatite implant surgery: a randomized, double-blind trial

ABSTRACT.OBJECTIVE:
Postoperative nausea and vomiting (PONV) is commonly observed after eye enucleation and orbital hydroxyapatite implant surgery. This prospective, randomized, double-blind trial was conducted to investigate the hypothesis that compared with monotherapy using a higher dose of palonosetron, using a lower dose of palonosetron in combination with droperidol could reduce the incidence of PONV and achieve similar prophylaxis against PONV after the aforementioned surgery.

ABSTRACT.PATIENTS AND METHODS:
A total of 129 patients who were in the American Society of Anesthesiologists Classes I and II, aged between 18 and 70 years, and scheduled for eye enucleation and orbital hydroxyapatite implant surgery, were enrolled in this study. They were randomized into three groups: Group P2.5 (2.5 μg/kg palonosetron), Group P7.5 (7.5 μg/kg palonosetron), and Group P+D (2.5 μg/kg palonosetron and 15 μg/kg droperidol). Patients received the different antiemetic regimens intravenously 5 min before surgery. The severity of nausea and vomiting and the complete response (CR) rate during a 72-h postoperative period were assessed.

ABSTRACT.RESULTS:
All patients completed the trial. The nausea score of Group P2.5 was significantly higher than those of the other two groups at 0–4 h and 24–48 h (P<0.05). Vomiting scores among all groups were similar during all intervals (P>0.05). Compared with Group P2.5, the CR rate was significantly improved at all intervals in Group P+D, except at 4–72 h, and was also elevated at 24–72 h in Group P7.5 (P<0.05). Fewer patients in Group P2.5 did not experience any nausea or vomiting throughout the study (49%) compared with those in Group P7.5 (67%) and Group P+D (81%; P<0.01).

ABSTRACT.CONCLUSION:
Combining low-dose palonosetron with droperidol potentiated prophylaxis for PONV and achieved a similar prophylactic effect as that with a higher dose of palonosetron."
163,5440738,"TITLE.
Automated Text Messaging as an Adjunct to Cognitive Behavioral Therapy for Depression: A Clinical Trial

ABSTRACT.BACKGROUND.
Cognitive Behavioral Therapy (CBT) for depression is efficacious, but effectiveness is limited when implemented in low-income settings due to engagement difficulties including nonadherence with skill-building homework and early discontinuation of treatment. Automated messaging can be used in clinical settings to increase dosage of depression treatment and encourage sustained engagement with psychotherapy.

ABSTRACT.OBJECTIVES.
The aim of this study was to test whether a text messaging adjunct (mood monitoring text messages, treatment-related text messages, and a clinician dashboard to display patient data) increases engagement and improves clinical outcomes in a group CBT treatment for depression. Specifically, we aim to assess whether the text messaging adjunct led to an increase in group therapy sessions attended, an increase in duration of therapy attended, and reductions in Patient Health Questionnaire-9 item (PHQ-9) symptoms compared with the control condition of standard group CBT in a sample of low-income Spanish speaking Latino patients.

ABSTRACT.METHODS.
Patients in an outpatient behavioral health clinic were assigned to standard group CBT for depression (control condition; n=40) or the same treatment with the addition of a text messaging adjunct (n=45). The adjunct consisted of a daily mood monitoring message, a daily message reiterating the theme of that week's content, and medication and appointment reminders. Mood data and qualitative responses were sent to a Web-based platform (HealthySMS) for review by the therapist and displayed in session as a tool for teaching CBT skills.

ABSTRACT.RESULTS.
Intent-to-treat analyses on therapy attendance during 16 sessions of weekly therapy found that patients assigned to the text messaging adjunct stayed in therapy significantly longer (median of 13.5 weeks before dropping out) than patients assigned to the control condition (median of 3 weeks before dropping out; Wilcoxon-Mann-Whitney z=−2.21, P=.03). Patients assigned to the text messaging adjunct also generally attended more sessions (median=6 sessions) during this period than patients assigned to the control condition (median =2.5 sessions), but the effect was not significant (Wilcoxon-Mann-Whitney z=−1.65, P=.10). Both patients assigned to the text messaging adjunct (B=−.29, 95% CI −0.38 to −0.19, z=−5.80, P<.001) and patients assigned to the control conditions (B=−.20, 95% CI −0.32 to −0.07, z=−3.12, P=.002) experienced significant decreases in depressive symptom severity over the course of treatment; however, the conditions did not significantly differ in their degree of symptom reduction.

ABSTRACT.CONCLUSIONS.
This study provides support for automated text messaging as a tool to sustain engagement in CBT for depression over time. There were no differences in depression outcomes between conditions, but this may be influenced by low follow-up rates of patients who dropped out of treatment."
164,5442667,"TITLE.
Optimizing medication appropriateness in older adults: a randomized clinical interventional trial to decrease anticholinergic burden

ABSTRACT.BACKGROUND.
The complexity of medication therapy in older adults with multiple comorbidities often leads to inappropriate prescribing. Drugs with anticholinergic properties are of particular interest because many are not recognized for this property; their use may lead to increased anticholinergic burden resulting in significant health risks, as well as negatively impacting cognition. Medication therapy management (MTM) interventions showed promise in addressing inappropriate medication use, but the effectiveness of targeted multidisciplinary team interventions addressing anticholinergic medications in older populations is yet to be determined.

ABSTRACT.METHODS.
We conducted an 8-week, parallel-arm, randomized trial to evaluate whether a targeted patient-centered pharmacist–physician team MTM intervention (""targeted MTM intervention"") reduced the use of inappropriate anticholinergic medications in older patients enrolled in a longitudinal cohort at University of Kentucky's Alzheimer's Disease Center. Study outcomes included changes in the medication appropriateness index (MAI) targeting anticholinergic medications and in the anticholinergic drug scale (ADS) score from baseline to the end of study.

ABSTRACT.RESULTS.
Between October 1, 2014 and September 30, 2015 we enrolled and randomized 50 participants taking at least one medication with anticholinergic properties. Of these, 35 (70%) were women, 45 (90%) were white, and 33 (66%) were cognitively intact (clinical dementia rating [CDR] = 0); mean age was 77.7 ± 6.6 years. At baseline, the mean MAI was 12.6 ± 6.3; 25 (50%) of the participants used two or more anticholinergics, and the mean ADS score was 2.8 ± 1.6. After randomization, although no statistically significant difference was noted between groups, we identified a potentially meaningful imbalance as the intervention group had more participants with intact cognition, and thus included CDR in all of the analyses. The targeted MTM intervention resulted in statistically significant CDR adjusted differences between groups with regard to improved MAI (change score of 3.6 (1.1) for the MTM group as compared with 1.0 (0.9) for the control group, p = 0.04) and ADS (change score of 1.0 (0.3) for the MTM group as compared with 0.2 (0.3) for the control group, p = 0.03).

ABSTRACT.CONCLUSIONS.
Our targeted MTM intervention resulted in improvement in anticholinergic medication appropriateness and reduced the use of inappropriate anticholinergic medications in older patients. Our results show promise in an area of great importance to ensure optimum outcomes for medications used in older adults.

ABSTRACT.TRIAL REGISTRATION.
ClinicalTrials.gov NCT02172612. Registered 20 June 2014.

ABSTRACT.ELECTRONIC SUPPLEMENTARY MATERIAL.
The online version of this article (doi:10.1186/s13195-017-0263-9) contains supplementary material, which is available to authorized users."
165,5448649,"TITLE.
A randomized phase 

ABSTRACT.
Since the prognosis of advanced biliary tract cancer (aBTC) still remains very poor, new therapeutic approaches, including immunotherapies, need to be developed. In the current study, we conducted an open‐label randomized phase II study to test whether low dose cyclophosphamide (CPA) could improve antigen‐specific immune responses and clinical efficacy of personalized peptide vaccination (PPV) in 49 previously treated aBTC patients. Patients with aBTC refractory to at least one regimen of chemotherapies were randomly assigned to receive PPV with low dose CPA (100 mg/day for 7 days before vaccination) (PPV/CPA, n = 24) or PPV alone (n = 25). A maximum of four HLA‐matched peptides were selected based on the pre‐existing peptide‐specific IgG responses, followed by subcutaneous administration. T cell responses to the vaccinated peptides in the PPV/CPA arm tended to be greater than those in the PPV alone arm. The PPV/CPA arm showed significantly better progression‐free survival (median time: 6.1 vs 2.9 months; hazard ratio (HR): 0.427; P = 0.008) and overall survival (median time: 12.1 vs 5.9 months; HR: 0.376; P = 0.004), compared to the PPV alone arm. The PPV alone arm, but not the PPV/CPA arm, showed significant increase in plasma IL‐6 after vaccinations, which might be associated with inhibition of antigen‐specific T cell responses. These results suggested that combined treatment with low dose CPA could provide clinical benefits in aBTC patients under PPV, possibly through prevention of IL‐6‐mediated immune suppression. Further clinical studies would be recommended to clarify the clinical efficacy of PPV/CPA in aBTC patients."
166,5491994,"TITLE.
Patient Education for Endoscopic Sinus Surgery: Preliminary Experience Using 3D-Printed Clinical Imaging Data

ABSTRACT.
Within the Ear, Nose, and Throat (ENT) medical space, a relatively small fraction of patients follow through with elective surgeries to fix ailments such as a deviated septum or occluded sinus passage. Patient understanding of their diagnosis and treatment plan is integral to compliance, which ultimately yields improved medical outcomes and better quality of life. Here we report the usage of advanced, polyjet 3D printing methods to develop a multimaterial replica of human nasal sinus anatomy, derived from clinical X-ray computed tomography (CT) data, to be used as an educational aid during physician consultation. The final patient education model was developed over several iterations to optimize material properties, anatomical accuracy and overall display. A two-arm, single-center, randomized, prospective study was then performed in which 50 ENT surgical candidates (and an associated control group, n = 50) were given an explanation of their anatomy, disease state, and treatment options using the education model as an aid. Statistically significant improvements in patient ratings of their physician's explanation of their treatment options (p = 0.020), self-rated anatomical understanding (p = 0.043), self-rated understanding of disease state (p = 0.016), and effectiveness of the visualization (p = 0.007) were noted from the population that viewed the 3D education model, indicating it is an effective tool which ENT surgeons may use to educate and interact with patients."
