,edit_id,doc_id,model,source,target,question,answer,primary_section,faq,secondary,note
101,f54545e338234d4cfb9f1c6e284a8e3d,4313493,kathryn,"AIMS.
The aim was to compare efficacy and cost-effectiveness of bimatoprost 0.03% and brimonidine 0.2% in primary open-angle glaucoma (POAG)/ocular hypertension (OHT).

SETTINGS AND DESIGN.
Open, randomized, cross-over, comparative study.

MATERIALS AND METHODS.
Forty patients of POAG or OHT with intraocular pressure (IOP) ≺30 mm Hg were included in the study after a written informed consent. The patients were divided randomly into two groups of 20 patients each. Patients of group A were administered bimatoprost 0.03% eye drops once daily, and those of group B brimonidine 0.2% eye drops twice daily for a period of 4 weeks. After a washout period of 4 weeks, the patients were crossed over that is, group A was administered brimonidine 0.2% and group B bimatoprost 0.03%. Fall in IOP at 4 weeks was recorded. The daily cost of each drug was calculated by maximum retail price and the average number of drops per bottle. The cost-effectiveness was then calculated as the cost of drug/mm Hg fall in IOP.

STATISTICS.
Independent samples t-test was used to compare the efficacy of both drugs.

RESULTS.
IOP lowering with bimatoprost (8.9 ± 1.598 mm Hg) was significantly (P ≺ 0.0001) higher than brimonidine (6.55 ± 1.26 mm Hg). The number of drops/ml were 33.43 ± 0.52 and 25.49 ± 0.26, respectively, for bimatoprost and brimonidine. Treatment with bimatoprost was costlier than brimonidine with daily costs/eye Rs. 4.02 ± 0.06 and 3.14 ± 0.03, yearly costs/eye Rs. 1467.46 ± 20.74 and 1147.75 ± 11.15, respectively. Bimatoprost was more cost-effective than brimonidine with the cost-effectiveness ratio (CER) respectively Rs. 13.10 ± 2.61/mm Hg and Rs. 13.96 ± 2.86/mm Hg. Incremental CER Rs. 10.43/mm Hg implies lower costs/mm Hg extra IOP lowering by bimatoprost than Rs. 13.96 for brimonidine.

CONCLUSION.
In spite of being costlier, bimatoprost is more efficacious and cost-effective than brimonidine.","GOAL:
We wanted to see if two particular eye drops, bimatoprost 0.03% and brimonidine 0.2%, work well and are good value for money for people with a specific eye condition causing increased eye pressure (called primary open-angle glaucoma) or high eye pressure (ocular hypertension).

HOW WE DID IT:
We carried out a study involving 40 volunteers who had these conditions but only mild eye pressure. We randomly divided them into two different groups. Half of them were given bimatoprost drops once a day, while the other half used brimonidine drops twice a day, for a month. After resting for a month, we switched the groups: the first group started using brimonidine, and the second group used bimatoprost. We recorded the drop in eye pressure after a month for both groups. We then calculated the cost per day of both treatments, and how much it cost per unit of pressure dropped (cost-effectiveness).

HOW WE FIGURED OUT THE RESULTS:
We used a common statistical method to compare how effective both drugs were.

RESULTS:
We found that bimatoprost was significantly more effective, reducing eye pressure more than brimonidine. However, bimatoprost was also more expensive on a per drop basis than brimonidine. Despite the higher price, when looking at the cost in relation to how much it lowers eye pressure, bimatoprost ended up being a more cost-effective option than brimonidine.

CONCLUSION:
Although it's a bit more expensive, bimatoprost is more effective and gives you more bang for your buck than brimonidine when it comes to treating these eye conditions.",How many drops were in a bottle of bimatoprost compared to brimonidine?,"Bimatoprost had an average number of 33.43 drops per bottle, while brimonidine had an average of 25.49 drops per bottle.",Results,5.4 - Quantity,,
102,c96c9f43cc7e2824e9070dfb2b819131,4106715,kathryn,"NicVAX®, a nicotine vaccine (3'AmNic-rEPA), has been clinically evaluated to determine if higher antibody concentrations are associated with higher smoking abstinence rates and if doses and frequency of administration are associated with increased antibody response. This randomized, double-blinded, placebo-controlled multicenter clinical trial (N=301 smokers) tested 200 and 400 μg doses administered 4 or 5 times over 6 months compared to placebo. 3'AmNic-rEPA recipients with the highest serum anti-nicotine antibody response (top 30% by AUC) were significantly more likely to attain 8 weeks continuous abstinence from weeks 19 through 26 than the placebo recipients (24.6% vs. 12.0%, p=0.024, OR=2.69, 95% CI, 1.14–6.37). The 5 injection 400 μg dose regimen had the greatest antibody response and had significantly higher abstinence rates than placebo. This study demonstrates proof-of-concept that 3'AmNic-rEPA elicits antibodies to nicotine and is associated with higher continuous abstinence rates, justifying its further development as a treatment for nicotine dependence.","Scientists have been testing a new nicotine vaccine, called NicVAX®, to see if it can help smokers quit. They wanted to know if more of the vaccine in the body leads to better quit rates and if giving more doses of the vaccine increases its effectiveness.

They conducted a study with 301 smokers, where some received either 200 or 400 μg doses of the vaccine, four or five times over six months, and others received a fake form of the vaccine (placebo). They found out that those who had the most significant immune response to the vaccine (the top 30%) were more likely to quit smoking for at least eight weeks compared to those who took the placebo (24.6% vs. 12.0%).

Interestingly, those who had the regimen of five shots of the higher dose (400 μg) were more likely to quit smoking than the placebo group too.

So, this study shows that NicVAX® can stimulate the body to produce nicotine antibodies and help smokers quit. This encourages further research to develop the vaccine as a potential treatment for nicotine addiction.",How did the study control for bias?,"The study was randomized, meaning the participants were randomly chosen to receive either one of two vaccine doses or a placebo, and double-blinded, so that neither the researcher nor the participants knew which treatment each participant received.",n/a (Unsectioned),5.1 - Experiment Protocol,,
103,f73ea7fef01601b770a9edfb07b34b93,4609664,kathryn,"INTRODUCTION.
The aim of this study was to compare the formation of dentinal crack and craze lines in the root dentin during root canal preparation with three different NiTi endodontic systems, naming Reciproc (RCP), ProTaper Universal (PTU) and Mtwo.

METHODS AND MATERIALS.
One hundred extracted mandibular premolars with single canals were selected and decoronated. The teeth were randomly divided into four groups of 25 each (n=25). In groups 1, 2 and 3 the teeth were prepared using Mtwo, PTU and RCP, respectively. While in group 4 (control group) the samples were left unprepared. After preparation, all specimens were sectioned perpendicular to the long axis of root at 3, 5 and 9-mm distances from the apex. The sections were then individually observed under 12× magnification using stereomicroscope. The data was analyzed using the chi-square and Fisher's exact tests. The level of significance was set at 0.05.

RESULTS.
No cracks were observed in the control group. All engine-driven systems caused dentinal cracks. Mtwo and PTU caused cracks significantly more than RCP (P≺0.05). There was no significant difference between RCP and control group (P≻0.05).

CONCLUSION.
All three engine-driven systems created dentinal defects. Reciproc caused less cracks than Mtwo and ProTaper Universal.","INTRODUCTION.
This study looked at possible damage to teeth (called ""dentinal cracks and craze lines"") during root canal treatments using three different dental tools.

METHODS AND MATERIALS.
A hundred human premolars (kind of teeth) with single canals were used. They were grouped into four sets of 25 each. Teeth in the first three groups were treated with one of the three dental tools each. The last group's teeth were left untreated as a control. After these treatments, parts of the teeth were cut and examined under a microscope. The gathered data was then statistically analysed.

RESULTS.
The control group of untreated teeth showed no cracks. All the treatment methods caused some cracks. Two of the tools, Mtwo and ProTaper Universal, caused significantly more cracks than the third tool, Reciproc which didn't cause significantly more cracks than the untreated group. 

CONCLUSION.
All three treatment methods caused some dental damage. But the tool Reciproc caused the least, being nearly equivalent to no treatment at all.",How was the data statistically analyzed?,"The data was analyzed using the chi-square and Fisher's exact tests, which both look for a significant relationship between the type of treatment (the dental tools) and any damage done to the samples.",Methods,5.3 - Analysis Technique,,
104,3c1447311851335af0772919f6c4d32c,5019463,kathryn,"PURPOSE.
Patients with glaucoma who do not keep their follow-up eye care appointments are at risk for developing more severe ocular disease. The primary aim of the current study was to evaluate whether the use of a patient navigator altered adherence to follow-up eye care appointments in community-versus office-based settings.

PATIENTS AND METHODS.
Patients diagnosed with a glaucoma-related condition following a comprehensive eye examination at 43 community sites in Philadelphia, PA, USA, were enrolled in this prospective, randomized, controlled trial. Patients were randomized into three groups for a 1-year period: Group 1 (G1) received follow-up eye care in a community-based setting with assistance from a patient navigator; Group 2 (G2) received follow-up eye care in an office-based setting with assistance from a patient navigator; and Group 3 (G3) received follow-up eye care in an office-based setting without a patient navigator (usual care). Adherence rates were compared among these three groups using a chi-squared test at a significance level of 0.05.

RESULTS.
A total of 155 patients with glaucoma-related diagnoses were enrolled. The mean age (±standard deviation) was 71.2 (±10.0) years. Patients were predominantly female (65.8%, n=102/155) and African-American (71.6%, n=111/155). The mean (±standard deviation) number of follow-up visits during the 1-year study period was 1.3 (±1.3) for G1, 1.6 (±1.3) for G2, and 1.3 (±1.1) for G3 (P=0.48). Appointment adherence, defined as attendance of ≥1 follow-up visit, was 69.8% (n=37/53) for G1, 82.5% (n=47/57) for G2, and 73.3% (n=33/45) for G3, (P=0.28). Sub-analysis of adherence rates for patients who attended ≥2 follow-up visits were 91.3% (n=21/23) for G1, 74.3% (n=26/35) for G2, and 66.7% (n=18/27) for G3, (P=0.11).

CONCLUSION.
Help from a patient navigator did not increase the likelihood of keeping ≥1 follow-up appointment in an office-based setting. Adherence rates for follow-up appointments reached close to 70% or above in a self-selected patient population.","PURPOSE.
This study looked at how having a 'patient navigator' - a person who helps guide a patient through their healthcare journey - could change how regularly patients with glaucoma go to their follow-up eye check-ups. This is important because missed appointments can lead to worse vision problems. 

PATIENTS AND METHODS. 
The study used people who were diagnosed with some form of glaucoma after taking an eye test in Philadelphia, USA. These people were put into three groups for one year: one group got their check-ups in their community with a patient navigator, the next group got check-ups in an office with a navigator, and the final group got office check-ups but without a navigator. Then, they compared how well each group stuck to their appointment schedule. 

RESULTS.
155 patients were included in this study. They were generally around 71 years old, mostly women, and primarily African-American. The number of follow-up visits during the year was about the same between the three groups. Around 70% to 82% of patients in all groups attended at least one follow-up visit. When looking at only the people who attended two or more follow-up visits, the group with a patient navigator within the community had the highest turn out. 

CONCLUSION.
Even though having a patient navigator didn't make people more likely to go to an office for their check-ups, people did have a decent rate of attendance at their follow-up visits on their own. It is unclear if the community-based care with a navigator helped with the higher rate of attendance for two or more check-ups, which suggests more study is needed.",How were the groups compared in how well they stuck to their appointment schedule?,Researchers used a chi-squared test to determine if the difference in adherence rates between the three groups is due to chance or because of either the setting or the patient navigator.,Methods,5.3 - Analysis Technique,,
105,9e15481efcc19618ca5abc92425ad666,4006208,kathryn,"BACKGROUND.
Due to increasing resistance to antibiotics and rising incidence of oral diseases, there is a need for alternative treatment modalities to combat oral diseases. The aim of the present study was to access the effect of Aloe vera mouthwash on the dental plaque in the experimental period of 4 days and to compare it with the bench mark control chlorhexidine and placebo (saline water).

MATERIAL AND METHODS.
A total of 300 systemically healthy subjects were randomly allocated into 3 groups: Aloe vera mouthwash group (n=100), control group (=100)-chlorhexidene group and saline water-Placebo (n=100). To begin with, Gingival index (GI) and plaque index (PI) were recorded. Then, baseline plaque scores were brought to zero by professionally cleaning the teeth with scaling and polishing. After randomization of the participants into three groups they were refrained from regular mechanical oral hygiene measures. Subjects were asked to swish with respective mouthwash (Aloe vera mouthwash, 0.2%chlorhexidine gluconate mouthwash, or normal saline) as per therapeutic dose for 4 days.

RESULTS.
The results showed that Aloe vera mouthrinse is equally effective in reducing plaque as Chlorhexidine compared to placebo over a period of 4 days. There was a significant reduction on plaque in Aloe vera and chlorhexidine groups and no statistically significant difference was observed among them (p≻0.05). Aloe vera mouthwash showed no side effects.

CONCLUSION.
The results of the present study indicated that Aloe vera may prove an effective mouthwash due to its ability in reducing dental plaque.","BACKGROUND.
There's a growing problem with antibiotics not working as effectively, and more people are experiencing oral diseases. This study was to see if Aloe vera mouthwash could help with oral health issues, particularly dental plaque. Specifically, we wanted to see how Aloe vera mouthwash worked over four days, compared to the usual mouthwash (chlorhexidine) and a mouthwash that isn't supposed to do anything (saline water).

Material and Methods.
300 healthy volunteers were split into three equal groups. One group used Aloe vera mouthwash, another used chlorhexidine mouthwash (the usual stuff), and the third used saline water (which doesn't do anything). At the start, we tested the health of everyone's gums (ginigval index) and how much plaque they had (plaque index). We then cleaned everyone's teeth professionally so everyone started with no plaque. For the next four days, the volunteers only used their assigned mouthwash, without brushing or flossing. 

RESULTS.
The study found that both the Aloe vera mouthwash and chlorhexidine mouthwash were equally good at reducing plaque over those four days. Meanwhile, the saline water didn't do much (as expected). The difference in plaque reduction between the Aloe vera mouthwash and chlorhexidine mouthwash wasn't significant enough to matter. Also, no one reported any bad side effects from the Aloe vera mouthwash.

CONCLUSION.
Based on this study, Aloe vera could be a good alternative mouthwash. It was successful in reducing dental plaque, just as effective as the usual chlorhexidine mouthwash, but without any side effects.",How were the volunteers split into the three groups?,The volunteers were randomly assigned one of three groups.,Methods,5.1 - Experiment Protocol,,
106,9de9e1d79b40408338c7e0031c8ebfc9,3814649,kathryn,"BACKGROUND.
The present studies evaluated the effects of cryoprotectants, the vitrification procedure and time in the warming solution containing sucrose on cleavage and embryo development of immature (GV stage) bovine cumulus-oocyte complexes (COCs).
METHODS.
Two experiments were conducted. In Experiment 1, COCs (n = 420) were randomly assigned to four groups: 1) Control group: no treatment; 2) VS1 group: COCs were exposed to vitrification solution 1 (VS1) containing 7.5% ethylene glycol [EG] + 7.5% dimethyl sulfoxide [DMSO] + 20% calf serum [CS] in TCM-199 at 37 C for 5 min; 3) VS1 + VS2 group: COCs were exposed to VS1 for 5 min followed by VS2 (15% EG + 15% DMSO + 17.1% sucrose + 20% CS) at 37 C for 45–60 sec; and 4) Vitrified group: COCs were exposed to VS1 and VS2, loaded on cryotops, vitrified in liquid nitrogen and then warmed in TCM-199 + 17.1% sucrose + 20% CS at 37 C for 1 min. In Experiment 2, COCs (n = 581) were assigned to the same groups, but those in VS1, VS1 + VS2 and Vitrified groups were sub-divided and exposed to the warming solution for either 1 or 5 min. After treatment and/or warming, all COCs in both experiments underwent in vitro maturation, in vitro fertilization and in vitro culture.
RESULTS.
Cleavage and blastocyst rates did not differ among Control, VS1 and VS1 + VS2 groups in either experiment. In Experiment 2, there was no effect of time in the warming solution. However, both cleavage and blastocyst rates were lower (P ≺ 0.001) in the Vitrified group than in the Control, VS1 and VS1 + VS2 groups (40.9 and 1.6% vs 92.2 and 34.4%, 79.4 and 25.2%, and 80.2 and 20.8%, respectively in Experiment 1, and 25.0 and 1.7% vs 75.3 and 27.2%, 67.9 and 19.5%, and 62.7 and 22.5%, respectively in Experiment 2).
CONCLUSIONS.
The permeating cryoprotectants (EG and DMSO) present in VS1 and VS2 solutions and the time in the warming solution containing sucrose had no adverse effects on cleavage and blastocyst rates of immature bovine COCs. However, cleavage rate and early embryo development were reduced following the vitrification and warming.","BACKGROUND
This study checked how deep freezing (vitrification) and other related factors affect the growth and development of immature cow egg cells (also called COCs).

METHODS
We did two experiments. In the first experiment, we had 420 COCs separated into four groups: Group 1 received no treatment. Group 2 was exposed to a special freezing mixture for 5 minutes. Group 3 got the same freeze mix, then a second mix for 45-60 seconds. Group 4 went through the same steps as group 3, but these COCs were also fast-frozen in liquid nitrogen and then warmed up quickly. In the second experiment, we treated 581 COCs the same way but also had some of the COCs from groups 2, 3 and 4 spend either 1 or 5 minutes in a warming solution. All COCs from both experiments were then grown and fertilized in a lab.

RESULTS
We noticed that the rate at which the COCs grew and developed was the same for groups 1, 2 and 3, no matter how long they spent in the warming solution. But for the group 4 COCs—the ones that had been fast-frozen and heated up again—their growth and development rates were much lower.

CONCLUSIONS
We concluded that the freezing mixes and the time spent in the warming solution did not negatively affect the COCs. The fast-freezing and quick warming, however, did decrease how well these cow egg cells grew and developed.",How were the cow egg cells in group 4 warmed up?,"The cow egg cells in group 4, after being frozen in liquid nitrogen, were warmed in a solution of TCM-199 (a solution to help artificial growth of the egg cells) plus 17.1% sucrose (sugar) plus 20% cow serum (a growth supplement for the egg cells) at 37 degrees Celsius for 1 minute.",Methods,5 - Method,,
107,358ca382df4a935649040de74849b90e,4941128,kathryn,"INTRODUCTION & OBJECTIVES.
Adaptive deep brain stimulation (aDBS) uses feedback from brain signals to guide stimulation. A recent acute trial of unilateral aDBS showed that aDBS can lead to substantial improvements in contralateral hemibody Unified Parkinson's Disease Rating Scale (UPDRS) motor scores and may be superior to conventional continuous DBS in Parkinson's disease (PD). We test whether potential benefits are retained with bilateral aDBS and in the face of concurrent medication.

METHODS.
We applied bilateral aDBS in 4 patients with PD undergoing DBS of the subthalamic nucleus. aDBS was delivered bilaterally with independent triggering of stimulation according to the amplitude of β activity at the corresponding electrode. Mean stimulation voltage was 3.0±0.1 volts. Motor assessments consisted of double-blinded video-taped motor UPDRS scores that included both limb and axial features.

RESULTS.
UPDRS scores were 43% (p=0.04; Cohen's d=1.62) better with aDBS than without stimulation. Motor improvement with aDBS occurred despite an average time on stimulation (ToS) of only 45%. Levodopa was well tolerated during aDBS and led to further reductions in ToS.

CONCLUSION.
Bilateral aDBS can improve both axial and limb symptoms and can track the need for stimulation across drug states.","INTRODUCTION & OBJECTIVES.
This research is about a deep brain stimulation method, known as adaptive deep brain stimulation (aDBS), where we use feedback from the brain to guide the process. From previous trials, we saw that aDBS had a strong positive impact on people with Parkinson's disease. Now, we wanted to check if these benefits can be achieved with bilateral aDBS (applied to both sides of the brain) when the patient is also on medication.

METHODS.
We used this therapy on 4 Parkinson's patients. The aDBS therapy was administered to both sides of their brains independently, depending on the level of their brain activity. We primarily looked at how this treatment affected the patients' movement and coordination, measured using a specific scoring system.

RESULTS. 
The treatment, aDBS, lead to a 43% improvement in the patients' coordination and movement scores. Interestingly, the improvements observed were achieved even though the treatment was used only 45% of the time. Furthermore, the commonly used Parkinson's disease medication (Levodopa) worked well with aDBS, leading to additional improvements.

CONCLUSION.
So, we conclude that using aDBS on both sides of the brain improves certain symptoms of Parkinson's disease. It's also able to adjust to the need for stimulation in patients taking medication.",What additional improvements did the medication Levodopa have?,The medication Levodopa reduced the total time treatment was used even more.,Results,6 - Results,,
108,9a88db5819f547465352431bbe477b94,4517637,kathryn,"BACKGROUND.
Infants undergoing cardiac surgery are at risk of a negative protein balance, due to increased proteolysis in response to surgery and the cardiopulmonary bypass circuit, and limited intake. The aim of the study was to quantify the effect on protein kinetics of a short-term high-protein (HP) diet in infants following cardiac surgery.

METHODS.
In a prospective, double-blinded, randomized trial we compared the effects of a HP (5 g · kg−1 · d−1) versus normal protein (NP, 2 g · kg−1 · d−1) enteral diet on protein kinetics in children ≺24 months, on day 2 following surgical repair of congenital heart disease. Valine kinetics and fractional albumin synthesis rate (FSRalb) were measured with mass spectrometry using [1-13C]valine infusion. The Mann–Whitney U test was used to investigate differences between group medians. Additionally, the Hodges-Lehmann procedure was used to create a confidence interval with a point estimate of median differences between groups.

RESULTS.
Twenty-eight children (median age 9 months, median weight 7 kg) participated in the study, of whom in only 20 subjects isotopic data could be used for final calculations. Due to underpowering of our study, we could not draw conclusions on the primary outcome parameters. We observed valine synthesis rate of 2.73 (range: 0.94 to 3.36) and 2.26 (1.85 to 2.73) μmol · kg−1 · min−1 in the HP and NP diet, respectively. The net valine balance was 0.54 (−0.73 to 1.75) and 0.24 (−0.20 to 0.63) μmol · kg−1 · min−1 in the HP and NP group. Between groups, there was no difference in FSRalb. We observed increased oxidation and BUN in the HP diet, compared to the NP diet, as a plausible explanation of the metabolic fate of surplus protein.

CONCLUSIONS.
It is plausible that the surplus protein in the HP group has caused the increase of valine oxidation and ureagenesis, compared to the NP group. Because too few patients had completed the study, we were unable to draw conclusions on the effect of a HP diet on protein synthesis and balance. We present our results as new hypothesis generating data.

TRIAL REGISTRATION.
Dutch Trial Register NTR2334.","BACKGROUND.
Babies who have heart surgery may not get enough protein. This is because having surgery and using a heart-lung machine during the operation might break down protein faster than normal, and these babies might not eat enough to replace it. This study was done to see how giving these babies more protein after surgery would affect their protein levels.

METHODS.
We conducted a study where we randomly chose some babies to get a lot of protein and some to get a normal amount. This was done on the second day after they had surgery to fix heart defects they were born with. We did a special test to measure how much of a kind of protein called ""valine"" their bodies were making. We also measured how much of another protein called ""albumin"" their bodies were making. We then compared the results between the two groups.

RESULTS.
28 babies, who were around 9 months old and weighed about 7 kg, took part in the study. However, we could only use the data from 20 of them for our final results. Because we didn't have enough data, we couldn't make conclusions about protein levels. There was no difference in albumin production between the two groups. However, we saw that the babies getting a lot of protein had higher levels of valine and another substance called BUN, which is an indicator of how much protein a person is getting.

CONCLUSIONS.
It looks like the extra protein in the diet of the high-protein group might have increased the levels of valine and BUN. However, because we didn't have enough data, we can't say for sure that a high-protein diet would change protein levels in these babies. Therefore, the results from our study should be taken as a starting point for further research.

TRIAL REGISTRATION.
This trial was registered with the Dutch Trial Register (NTR2334).","What kind of test was used to measure the two proteins, ""valine"" and ""albumin""?","Researchers used mass spectrometry, which is a tool that analyzes molecule weight and can be used to analyze the amount of a protein in a sample. This was done through an infusion (directly administering a solution into the vein) of the protein ""valine"".",Methods,5.2 - Outcome (Tool),,
109,943106d4fbd182eee770faaa23cea5e8,1774569,kathryn,"BACKGROUND.
Many drug users present to primary care requesting detoxification from illicit opiates. There are a number of detoxification agents but no recommended drug of choice. The purpose of this study is to compare buprenorphine with dihydrocodeine for detoxification from illicit opiates in primary care.

METHODS.
Open label randomised controlled trial in NHS Primary Care (General Practices), Leeds, UK. Sixty consenting adults using illicit opiates received either daily sublingual buprenorphine or daily oral dihydrocodeine. Reducing regimens for both interventions were at the discretion of prescribing doctor within a standard regimen of not more than 15 days. Primary outcome was abstinence from illicit opiates at final prescription as indicated by a urine sample. Secondary outcomes during detoxification period and at three and six months post detoxification were recorded.

RESULTS.
Only 23% completed the prescribed course of detoxification medication and gave a urine sample on collection of their final prescription. Risk of non-completion of detoxification was reduced if allocated buprenorphine (68% vs 88%, RR 0.58 CI 0.35–0.96, p = 0.065). A higher proportion of people allocated to buprenorphine provided a clean urine sample compared with those who received dihydrocodeine (21% vs 3%, RR 2.06 CI 1.33–3.21, p = 0.028). People allocated to buprenorphine had fewer visits to professional carers during detoxification and more were abstinent at three months (10 vs 4, RR 1.55 CI 0.96–2.52) and six months post detoxification (7 vs 3, RR 1.45 CI 0.84–2.49).

CONCLUSION.
Informative randomised trials evaluating routine care within the primary care setting are possible amongst drug using populations. This small study generates unique data on commonly used treatment regimens.","BACKGROUND:
Many drug users go to their regular doctors asking for help to stop using illegal drugs. There are many medicines available to help with this, but no one is sure which is the best. This study compares two drugs, buprenorphine and dihydrocodeine, to see which is better at helping people stop using illegal drugs.

METHODS:
This study included 60 adults in Leeds, UK, who were using illegal drugs and wanted to stop. They were randomly chosen to receive either buprenorphine or dihydrocodeine. The way the drugs were reduced over time depended on what the prescribing doctor thought was best, but it was not supposed to be more than 15 days. The main goal was to see if the person stopped using illegal drugs by the end of the treatment, which was checked by a urine test. They also looked at what happened during the treatment and three and six months afterwards.

RESULTS:
Only 23% of the people finished their drug detox treatment and gave a urine sample at the end. If people were given buprenorphine, they were more likely to finish the detox treatment. Those given buprenorphine were also more likely to have a clean urine sample, meaning they stopped using illegal drugs. They also needed to see healthcare professionals less often during treatment and more were still not using drugs three and six months later.

CONCLUSION:
With help, it is possible to set up good quality trials in the regular healthcare setting for people using drugs. This small study provides completely new data on how to use these treatments.",What was the rate patients in the buprenorphine group completed treatment compared to the dihydrocodeine group?,"In the buprenorphine group, only 68% of patients did not complete treatment, while 88% of patients in the dihydrocodeine group did not complete treatment.",Results,6 - Results,,
110,b60b64398bea6033dab3b62fd228d10c,4768925,kathryn,"BACKGROUND.
Butylphthalide sodium chloride injection for patients with acute cerebral infarction has a certain effect. Although there are several proposed mechanisms of drug action, no related research on improving the inflammatory cytokines that regulate the body’s immune system through the hypothalamus-pituitary-adrenal axis has been published.

OBJECTIVE.
To determine the impact of butylphthalide and sodium chloride injection on the hypothalamus-pituitary-adrenal (HPA) axis after acute cerebral infarction in the basal ganglia.

METHODS.
Patients were randomly divided into treatment and control groups; the treatment group received intravenous drips of butylphthalide, while the control group did not. The levels of adrenocorticotropic hormone (ACTH) and cortisol (COR), along with the National Institutes of Health Stroke Scale (NIHSS) scores of both groups were detected using the radioimmunoassay method. This was done at regular intervals after cerebral infarction in the basal ganglia was detected.

RESULTS.
Fourteen days after treatment, the levels of serum ACTH and COR in both groups were higher than normal. The NIHSS score and levels of ACTH and COR of the treatment group were significantly lower than those of the control group (p≺0.05). The data was computed and analyzed using SPSS17.0 software.

CONCLUSION.
Butylphthalide treatment for patients suffering from acute basal ganglia infarction can reduce the adverse effects on the HPA axis, thus improving patient prognosis.","BACKGROUND.
We know that a medicine called butylphthalide sodium chloride injection can help people who've just had a certain type of stroke, but we don't know exactly how it works. We think it might help reduce inflammation and boost the immune system by affecting a particular group of glands in the body (the hypothalamus, pituitary, and adrenal glands).

OBJECTIVE.
We want to see what effect this medicine has on these glands when given to people who've just had this type of stroke.

METHODS.
We split patients into two groups: one got the medicine through an IV drip and the other didn't. We then measured their hormone levels and used a standard test to check on their stroke symptoms. We did this a few times after they had the stroke.

RESULTS.
After two weeks, we found that both groups had higher than normal levels of two specific hormones. However, the group who got the medicine had lower levels of these hormones and better scores on the stroke test than the group who didn't get the medicine.

CONCLUSION.
Giving this medicine to people who've just had this type of stroke can improve their condition by lessening the negative impacts on these glands in the body.",What hormones were measured for this study?,This study measured levels of adrenocorticotropic hormone (which produces the hormone cortisol) and levels of cortisol (which helps regulate stress).,Methods,2 - Goal,,
111,eeb21aae5c13976192b4ba96a312b2c6,1618957,kathryn,"OBJECTIVE AND DESIGN.
Depot somatostatin analogues are well accepted as either adjuvant or primary therapy for acromegaly, and their long dosage intervals facilitate adherence to treatment. Our objective was to evaluate whether lanreotide Autogel® 120 mg, every 4–8 weeks, was as effective in controlling acromegaly as lanreotide microparticles 30 mg, every 1–2 weeks.

PATIENTS DESIGN AND MEASUREMENTS.
Patients who had used lanreotide microparticles 30 mg, ≥ 2 months prestudy, and had responded to treatment were recruited to this open, prospective, multicentre phase III trial. Three to five injections of lanreotide Autogel® 120 mg were administered. Lanreotide Autogel® 120 mg was injected every 4, 6 or 8 weeks in patients previously receiving lanreotide microparticles every 7, 10 or 14 days, respectively. GH and insulin-like growth factor (IGF)-1 levels were assessed one dosing interval after the final injections.

RESULTS.
Ninety-eight patients were enrolled and 93 completed. Steady-state GH concentrations demonstrated similar efficacy between the formulations (upper 95% confidence interval of the quotient, 77·7%). Mean (SE) GH levels were lower with lanreotide Autogel® than with lanreotide microparticles (3·8 (0·5) vs 4·3 (0·5) ng/ml; P ≺ 0·001). GH levels ≺ 2·5 ng/ml were observed in 54% and 46% of patients; 40% and 35% having GH ≺ 2·5 ng/ml and normalized IGF-1 with lanreotide Autogel® and microparticles, respectively. Symptoms were controlled better with lanreotide Autogel® and treatment was well accepted.

CONCLUSIONS.
Lanreotide Autogel® 120 mg every 4–8 weeks, is at least as effective and as well tolerated in acromegaly as lanreotide microparticles 30 mg injected every 7–14 days.","GOAL AND PLAN
The goal of this study was to see if giving lanreotide Autogel® 120 mg every 4 to 8 weeks worked as well as giving lanreotide microparticles 30 mg every week or two for treating acromegaly, a condition that makes the body produce too much growth hormone. Giving medicine less often could make it easier for people to stick with treatment.

STUDY DESIGN AND WHAT WE MEASURED.
We asked people to join this study if they had been using lanreotide microparticles 30 mg in the past, and it had worked for them. We gave the patients 3 to 5 shots of lanreotide Autogel® 120 mg. If they had been getting lanreotide microparticles each week before the study, we gave them lanreotide autogel® every 4 weeks. We adjusted the timing based on how often they were getting their old medication. We checked their growth hormone and insulin-like growth factor-1 levels after their last shots.

WHAT WE FOUND.
Ninety-eight patients joined the study and 93 finished it. The amount of growth hormone in their bodies showed that both formulas worked about the same. On average, the growth hormone levels were slightly lower with the Autogel® than the microparticles. Symptoms were better controlled with the Autogel® and patients were happy with the treatment.

CONCLUSIONS.
Using lanreotide Autogel® 120 mg every 4 to 8 weeks works just as well and is as well tolerated as using lanreotide microparticles 30 mg every one to two weeks in treating acromegaly.",How did levels of growth hormone with the Autogel compare to the levels with the microparticles?,"Average levels of growth hormone were 3.8 ng/ml compared to 4.3 ng/ml for the microparticles. With the Autogel, 54% of participants had less than 2.5 ng/ml of growth hormone, and 40% had less than 2.5 ng/ml as well as a normal insulin-like growth factor-1 level. Meanwhile, with the microparticles, 46% of participants had less than 2.5 ng/ml of growth hormone, and 35% had less than 2.5 ng/ml as well as a normal insulin-like growth factor-1 level.",Results,6 - Results,,
